val_id,id,study_id,is_the_model_published_previously,method,method_sub,domain,sd_origin,metric_origin,n_classes,k_folds,n_participants,test_environment,test_protocol,validation_type,age_group,test_device,metric,mean,sd,yi,vi_fold,vi_class,vi_ext,vi_use,vi_source,method_group,miss_n_classes,miss_k_folds,n_classes_imp,k_folds_imp,c_n_classes,c_k_folds,env_re,prot_re,dom_re,se_use,est,ci_l,ci_u,auth_year,method_lab,row_lab
188,5455,Trost 2022,"Yes - Hildebrand 2014, 2017",Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,4,NA,18,Laboratory,Structured,External,Children and Youth,ActiGraph,F1,0.4578,0.1945,-0.16920253,NA,0.153500084,NA,0.153500084,classes,Threshold,0,1,4,22.65217391,1.371921182,0,Laboratory,Structured,Activity intensity,0.391790867,0.4578,0.281483947,0.645360563,Row 5455,Threshold / Cutpoint,Trost 2022 – Threshold / Cutpoint – 188
83,2608,Hibbing 2018,No,Hybrid / Ensemble,ANN + DT,Activity type,classes,macro,3,NA,27,Free-living,Unstructured,External,Children and Youth,ActiGraph,F1,0.4816,0.235,-0.073633251,NA,0.295332694,NA,0.295332694,classes,Other,0,1,3,22.65217391,0.371921182,0,Free-living,Unstructured,Activity type,0.543445208,0.4816,0.242543348,0.729387919,Row 2608,Hybrid / Ensemble,Hibbing 2018 – Hybrid / Ensemble – 83
7,962,Ahmadi 2022,Yes - Roscoe 2017,Threshold / Cutpoint,Threshold,Activity type,classes,macro,3,NA,10,Free-living,Hybrid,External,Children and Youth,ActiGraph,F1,0.4866,0.1666,-0.053612838,NA,0.148242524,NA,0.148242524,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Free-living,Hybrid,Activity type,0.385022758,0.4866,0.308261948,0.668416489,Row 962,Threshold / Cutpoint,Ahmadi 2022 – Threshold / Cutpoint – 7
203,25531,Wullems 2024,"Yes - Rowlands 2014, 2016 for posture and Esliger 2011 for intensity thresholds",Classical ML,Decision tree,Activity intensity,classes,macro,4,NA,20,Laboratory,Structured,External,Older adults,ActivInsights,F1,0.4895,0.1752,-0.042006176,NA,0.122888524,NA,0.122888524,classes,Other,0,1,4,22.65217391,1.371921182,0,Laboratory,Structured,Activity intensity,0.350554595,0.4895,0.325393754,0.655901084,Row 25531,Classical ML,Wullems 2024 – Classical ML – 203
288,35984,Skjødt 2025,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,26,Laboratory,Hybrid,Hold-out,Older adults,ActivInsights,F1,0.49,0.29,-0.040005335,NA,0.448892375,NA,0.448892375,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Hybrid,Activity intensity,0.66999431,0.49,0.205348653,0.781287226,Row 35984,Threshold / Cutpoint,Skjødt 2025 – Threshold / Cutpoint – 288
303,36448,Sirard 2025,Yes - Hildebrand 2014 (Youth cutpoints),Threshold / Cutpoint,Threshold,Activity type,NA,macro,5,NA,42,Free-living,Unstructured,External,Children and Youth,ActiGraph,F1,0.51,NA,0.040005335,NA,NA,NA,0.148242524,constant,Threshold,0,1,5,22.65217391,2.371921182,0,Free-living,Unstructured,Activity type,0.385022758,0.51,0.328574542,0.68882889,Row 36448,Threshold / Cutpoint,Sirard 2025 – Threshold / Cutpoint – 303
161,5580,Sasaki 2016,No,Classical ML,RandomForest,Activity type,classes,macro,5,15,15,Free-living,Unstructured,Cross-validation,Older adults,ActiGraph,F1,0.5294,0.2815,0.117735813,NA,0.255337778,NA,0.255337778,classes,Other,0,0,5,15,2.371921182,-7.652173913,Free-living,Unstructured,Activity type,0.505309586,0.5294,0.294698832,0.751782673,Row 5580,Classical ML,Sasaki 2016 – Classical ML – 161
202,35066,Welch 2013,Yes - Esliger 2011,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,4,NA,130,Laboratory,Structured,External,Adults,Unilever & ActivInsights,F1,0.5384,0.101,0.153903063,NA,0.041289636,NA,0.041289636,classes,Threshold,0,1,4,22.65217391,1.371921182,0,Laboratory,Structured,Activity intensity,0.203198514,0.5384,0.439210695,0.634639399,Row 35066,Threshold / Cutpoint,Welch 2013 – Threshold / Cutpoint – 202
304,36448,Sirard 2025,Yes - Hildebrand 2014 (Adults cutpoints),Threshold / Cutpoint,Threshold,Activity type,NA,macro,5,NA,42,Free-living,Unstructured,External,Children and Youth,ActiGraph,F1,0.54,NA,0.16034265,NA,NA,NA,0.148242524,constant,Threshold,0,1,5,22.65217391,2.371921182,0,Free-living,Unstructured,Activity type,0.385022758,0.54,0.355648396,0.714019625,Row 36448,Threshold / Cutpoint,Sirard 2025 – Threshold / Cutpoint – 304
137,257,Montoye 2020,"Yes - Hildebrand 2014, 2017",Threshold / Cutpoint,Threshold,Activity type,classes,macro,4,NA,12,Free-living,Unstructured,External,Adults; Older adults,ActiGraph,F1,0.5533,0.2802,0.214013122,NA,0.3213091,NA,0.3213091,classes,Threshold,0,1,4,22.65217391,1.371921182,0,Free-living,Unstructured,Activity type,0.566841336,0.5533,0.289668233,0.790016046,Row 257,Threshold / Cutpoint,Montoye 2020 – Threshold / Cutpoint – 137
12,31390,Atallah 2011,No,Classical ML,NaiveBayes,Activity type,classes,macro,5,11,11,Laboratory,Structured,Cross-validation,Adults,Custom,F1,0.574,0.081,0.29819005,NA,0.021946085,NA,0.021946085,classes,Other,0,0,5,11,2.371921182,-11.65217391,Laboratory,Structured,Activity type,0.14814211,0.574,0.501957869,0.643032054,Row 31390,Classical ML,Atallah 2011 – Classical ML – 12
85,2608,Hibbing 2018,Yes - Hildebrand 2014,Threshold / Cutpoint,Threshold,Activity type,classes,macro,3,NA,27,Free-living,Unstructured,External,Children and Youth,ActiGraph,F1,0.5941,0.133,0.380940832,NA,0.101396933,NA,0.101396933,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Free-living,Unstructured,Activity type,0.318428851,0.5941,0.439502909,0.732052542,Row 2608,Threshold / Cutpoint,Hibbing 2018 – Threshold / Cutpoint – 85
8,962,Ahmadi 2022,Yes - Crotti 2020,Threshold / Cutpoint,Threshold,Activity type,classes,macro,3,NA,10,Free-living,Hybrid,External,Children and Youth,ActiGraph,F1,0.6006,0.0765,0.407965735,NA,0.033901182,NA,0.033901182,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Free-living,Hybrid,Activity type,0.184122736,0.6006,0.511769119,0.683271272,Row 962,Threshold / Cutpoint,Ahmadi 2022 – Threshold / Cutpoint – 8
138,257,Montoye 2020,"Yes - Hildebrand 2014, 2017",Threshold / Cutpoint,Threshold,Activity type,classes,macro,3,NA,12,Free-living,Unstructured,External,Adults; Older adults,ActiGraph,F1,0.6029,0.3298,0.417563207,NA,0.632542493,NA,0.632542493,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Free-living,Unstructured,Activity type,0.795325401,0.6029,0.242086424,0.878296983,Row 257,Threshold / Cutpoint,Montoye 2020 – Threshold / Cutpoint – 138
37,194,Cakmak 2020,No,Probabilistic Temporal,StateSpace,Sleep,external_test,aggregate_cm,2,NA,32,Laboratory,Structured,Hold-out,Older adults,Empatica,F1,0.61,0.19,0.447312218,NA,NA,0.637849645,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.61,0.423766006,0.768872709,Row 194,Probabilistic Temporal,Cakmak 2020 – Probabilistic Temporal – 37
301,36434,Logacjov 2025,No,Heuristic Rule,HeuristicRule,Sleep,cv_folds,per_class,2,5,100,Laboratory,Structured,Cross-validation,Older adults,Empatica,F1,0.65,0.129,0.619039208,0.064305277,NA,NA,0.064305277,cv_folds,Threshold,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.253584852,0.65,0.530465439,0.753258181,Row 36434,Heuristic Rule,Logacjov 2025 – Heuristic Rule – 301
142,33648,van Loo 2018,Yes - Schaefer 2014,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,57,Laboratory,Structured,External,Children and Youth,ActivInsights,F1,0.6647,0.1756,0.684310158,NA,0.206923256,NA,0.206923256,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.45488818,0.6647,0.44836705,0.828621795,Row 33648,Threshold / Cutpoint,van Loo 2018 – Threshold / Cutpoint – 142
290,35984,Skjødt 2025,No,Classical ML,RandomForest,Activity intensity,classes,macro,3,NA,26,Laboratory,Hybrid,Hold-out,Older adults,ActivInsights,F1,0.667,0.205,0.694647556,NA,0.283952916,NA,0.283952916,classes,Other,0,1,3,22.65217391,0.371921182,0,Laboratory,Hybrid,Activity intensity,0.532872326,0.667,0.413435237,0.850569829,Row 35984,Classical ML,Skjødt 2025 – Classical ML – 290
143,33648,van Loo 2018,Yes - Hildebrand 2014,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,57,Laboratory,Structured,External,Children and Youth,ActivInsights,F1,0.6742,0.1846,0.727243107,NA,0.235430368,NA,0.235430368,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.485211674,0.6742,0.444289333,0.842673722,Row 33648,Threshold / Cutpoint,van Loo 2018 – Threshold / Cutpoint – 143
144,33648,van Loo 2018,Yes - Phillips 2014,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,57,Laboratory,Structured,External,Children and Youth,ActivInsights,F1,0.6756,0.1919,0.733623863,NA,0.255556965,NA,0.255556965,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.505526424,0.6756,0.436050185,0.848701863,Row 33648,Threshold / Cutpoint,van Loo 2018 – Threshold / Cutpoint – 144
310,37750,Potter 2025,Yes - Thapa-Chhetry 2022,Linear / GLM,LogisticRegression,Sleep,participants,macro,2,NA,15,Laboratory,Structured,External,Adults; Older adults,ActiGraph,F1,0.69,0.12,0.8001193,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.69,0.511366715,0.825600723,Row 37750,Linear / GLM,Potter 2025 – Linear / GLM – 310
298,36434,Logacjov 2025,No,Heuristic Rule,HeuristicRule,Sleep,cv_folds,per_class,2,31,31,Laboratory,Structured,Cross-validation,Adults,Apple,F1,0.7,0.104,0.84729786,0.007911638,NA,NA,0.007911638,cv_folds,Threshold,0,0,2,31,-0.628078818,8.347826087,Laboratory,Structured,Sleep,0.088947388,0.7,0.662165855,0.735290905,Row 36434,Heuristic Rule,Logacjov 2025 – Heuristic Rule – 298
171,92,Sundararajan 2021,Yes - van Hees 2015,Heuristic Rule,HeuristicRule,Sleep,NA,aggregate_cm,2,NA,24,Laboratory,Structured,External,Adults,ActivInsights,F1,0.7023,NA,0.858274395,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.7023,0.525884287,0.833816257,Row 92,Heuristic Rule,Sundararajan 2021 – Heuristic Rule – 171
299,36434,Logacjov 2025,Yes - Yuan 2024,Deep Learning,CNN_LSTM,Sleep,cv_folds,per_class,2,31,31,Laboratory,Structured,External,Adults,Apple,F1,0.706,0.084,0.87603547,0.005283148,NA,NA,0.005283148,cv_folds,Other,0,0,2,31,-0.628078818,8.347826087,Laboratory,Structured,Sleep,0.07268527,0.706,0.675588708,0.734680042,Row 36434,Deep Learning,Logacjov 2025 – Deep Learning – 299
300,36434,Logacjov 2025,No,Deep Learning,ANN,Sleep,cv_folds,per_class,2,5,100,Laboratory,Structured,Cross-validation,Older adults,Empatica,F1,0.707,0.106,0.880858057,0.052368201,NA,NA,0.052368201,cv_folds,Other,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.228840996,0.707,0.606429843,0.790739121,Row 36434,Deep Learning,Logacjov 2025 – Deep Learning – 300
302,36434,Logacjov 2025,Yes - Yuan 2024,Deep Learning,CNN_LSTM,Sleep,cv_folds,per_class,2,5,100,Laboratory,Structured,External,Older adults,Empatica,F1,0.708,0.094,0.885690291,0.041347903,NA,NA,0.041347903,cv_folds,Other,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.203341837,0.708,0.619432527,0.783170703,Row 36434,Deep Learning,Logacjov 2025 – Deep Learning – 302
172,92,Sundararajan 2021,Yes - van Hees 2015,Heuristic Rule,HeuristicRule,Sleep,NA,aggregate_cm,2,NA,24,Laboratory,Structured,External,Adults,ActivInsights,F1,0.7085,NA,0.888110053,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.7085,0.53331692,0.837909416,Row 92,Heuristic Rule,Sundararajan 2021 – Heuristic Rule – 172
167,25641,Shwetar 2022,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,18,Hybrid,Structured,Hold-out,Adults,ActiGraph,F1,0.7095,0.1358,0.89295692,NA,0.144704225,NA,0.144704225,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Hybrid,Structured,Activity intensity,0.380400086,0.7095,0.53677665,0.837336325,Row 25641,Threshold / Cutpoint,Shwetar 2022 – Threshold / Cutpoint – 167
297,36434,Logacjov 2025,No,Deep Learning,ANN,Sleep,cv_folds,per_class,2,31,31,Laboratory,Structured,Cross-validation,Adults,Apple,F1,0.719,0.077,0.939506688,0.004685429,NA,NA,0.004685429,cv_folds,Other,0,0,2,31,-0.628078818,8.347826087,Laboratory,Structured,Sleep,0.068450192,0.719,0.691116519,0.745294044,Row 36434,Deep Learning,Logacjov 2025 – Deep Learning – 297
205,5985,Yuan 2024,No,Deep Learning,CNN_LSTM,Sleep,external_test,aggregate_cm,2,NA,52,Laboratory,Structured,External,Adults,ActiGraph; Axivity; ActivInsights,F1,0.7224,0.2874,0.956397773,NA,NA,2.053899217,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.7224,0.550267897,0.846971437,Row 5985,Deep Learning,Yuan 2024 – Deep Learning – 205
128,8620,Mikulec 2021,Yes - van Hees 2015,Heuristic Rule,HeuristicRule,Sleep,NA,aggregate_cm,2,NA,11,Laboratory,Structured,External,Adults; Older adults,ActivInsights,F1,0.73,NA,0.994622575,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.73,0.55970822,0.851860348,Row 8620,Heuristic Rule,Mikulec 2021 – Heuristic Rule – 128
166,25641,Shwetar 2022,No,Classical ML,Random forest,Activity intensity,classes,macro,2,NA,18,Hybrid,Structured,Hold-out,Adults,ActiGraph,F1,0.7317,0.0956,1.003264836,NA,0.118570959,NA,0.118570959,classes,Other,0,1,2,22.65217391,-0.628078818,0,Hybrid,Structured,Activity intensity,0.344341341,0.7317,0.581359266,0.842662569,Row 25641,Classical ML,Shwetar 2022 – Classical ML – 166
173,92,Sundararajan 2021,No,Classical ML,RandomForest,Sleep,NA,aggregate_cm,2,NA,24,Laboratory,Structured,Hold-out,Adults,ActivInsights,F1,0.7393,NA,1.042333472,NA,NA,NA,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.7393,0.571430235,0.85778068,Row 92,Classical ML,Sundararajan 2021 – Classical ML – 173
168,25641,Shwetar 2022,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,4,NA,18,Hybrid,Structured,Hold-out,Adults,ActiGraph,F1,0.7399,0.135,1.045448869,NA,0.123021434,NA,0.123021434,classes,Threshold,0,1,4,22.65217391,1.371921182,0,Hybrid,Structured,Activity intensity,0.350744115,0.7399,0.58855388,0.849783923,Row 25641,Threshold / Cutpoint,Shwetar 2022 – Threshold / Cutpoint – 168
169,198,Staudenmayer 2015,No,Classical ML,Decision tree,Activity intensity,classes,macro,3,20,20,Laboratory,Structured,Cross-validation,Adults,ActiGraph,F1,0.7454,0.0583,1.074227301,NA,0.031457216,NA,0.031457216,classes,Other,0,0,3,20,0.371921182,-2.652173913,Laboratory,Structured,Activity intensity,0.177361821,0.7454,0.674058312,0.805629287,Row 198,Classical ML,Staudenmayer 2015 – Classical ML – 169
309,37750,Potter 2025,No,Classical ML,RandomForest,Activity type,cv_folds,macro,5,244,244,Both,Both,Cross-validation,Adults; Older adults,ActiGraph,F1,0.75,0.07,1.098612289,5.71E-04,NA,NA,5.71E-04,cv_folds,Other,0,0,5,244,2.371921182,221.3478261,Both,Both,Activity type,0.023900218,0.75,0.741114233,0.758680089,Row 37750,Classical ML,Potter 2025 – Classical ML – 309
170,198,Staudenmayer 2015,No,Classical ML,Random forest,Activity intensity,classes,macro,3,20,20,Laboratory,Structured,Cross-validation,Adults,ActiGraph,F1,0.7554,0.0543,1.127623187,NA,0.028788003,NA,0.028788003,classes,Other,0,0,3,20,0.371921182,-2.652173913,Laboratory,Structured,Activity intensity,0.169670277,0.7554,0.688918801,0.811559734,Row 198,Classical ML,Staudenmayer 2015 – Classical ML – 170
174,92,Sundararajan 2021,No,Classical ML,RandomForest,Sleep,cv_folds,aggregate_cm,2,5,134,Laboratory,Structured,Cross-validation,Adults,ActivInsights,F1,0.7591,0.0243,1.147751611,0.003531596,NA,NA,0.003531596,cv_folds,Other,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.059427229,0.7591,0.73716286,0.779753244,Row 92,Classical ML,Sundararajan 2021 – Classical ML – 174
182,1664,Thapa-Chhetry 2022,Yes - Sundararajan 2021,Classical ML,RandomForest,Sleep,external_test,macro,3,NA,22,Hybrid,Structured,External,Adults,ActiGraph; Axivity,F1,0.76,0.08,1.15267951,NA,NA,0.192366882,0.148242524,constant,Other,0,1,3,22.65217391,0.371921182,0,Hybrid,Structured,Sleep,0.385022758,0.76,0.598215433,0.870718228,Row 1664,Classical ML,Thapa-Chhetry 2022 – Classical ML – 182
184,10036,Trevenen 2019,No,Probabilistic Temporal,HMM,Sleep,cv_folds,aggregate_cm,2,10,242,Laboratory,Structured,Cross-validation,Adults,ActiGraph,F1,0.769,0.095,1.202673259,0.028600299,NA,NA,0.028600299,cv_folds,Other,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Sleep,0.169116229,0.769,0.704996465,0.822611394,Row 10036,Probabilistic Temporal,Trevenen 2019 – Probabilistic Temporal – 184
206,5985,Yuan 2024,No,Deep Learning,CNN_LSTM,Sleep,cv_folds,aggregate_cm,2,5,1688,Laboratory,Structured,Apparent,Adults,ActiGraph; Axivity; ActivInsights,F1,0.7759,0.1978,1.241931265,0.258813755,NA,NA,0.258813755,cv_folds,Other,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.508737412,0.7759,0.560897655,0.90370239,Row 5985,Deep Learning,Yuan 2024 – Deep Learning – 206
291,35984,Skjødt 2025,No,Classical ML,RandomForest,Activity intensity,classes,macro,2,NA,26,Laboratory,Hybrid,Hold-out,Older adults,ActivInsights,F1,0.78,NA,1.265666373,NA,NA,NA,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Laboratory,Hybrid,Activity intensity,0.385022758,0.78,0.62504597,0.882913161,Row 35984,Classical ML,Skjødt 2025 – Classical ML – 291
146,5408,Patterson 2023,Yes - van Hees 2015,Heuristic Rule,HeuristicRule,Sleep,external_test,aggregate_cm,2,NA,28,Laboratory,Structured,External,Adults; Older adults,ActivInsights,F1,0.791,0.002,1.330963716,NA,NA,1.46E-04,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.791,0.640219994,0.889496495,Row 5408,Heuristic Rule,Patterson 2023 – Heuristic Rule – 146
57,901,Ellis 2014,No,Classical ML,RandomForest,Activity type,classes,macro,4,40,40,Laboratory,Structured,Cross-validation,Adults,ActiGraph,F1,0.7985,0.2,1.376945586,NA,0.386278075,NA,0.386278075,classes,Other,0,0,4,40,1.371921182,17.34782609,Laboratory,Structured,Activity type,0.621512731,0.7985,0.539611971,0.930546239,Row 901,Classical ML,Ellis 2014 – Classical ML – 57
273,35760,Chan 2024,No,Deep Learning,CNN + HMM,Activity type,external_test,macro,4,NA,51,Free-living,Unstructured,Hold-out,Adults,Axivity,F1,0.8,NA,1.386294361,NA,NA,NA,0.148242524,constant,Other,0,1,4,22.65217391,1.371921182,0,Free-living,Unstructured,Activity type,0.385022758,0.8,0.652863445,0.894819017,Row 35760,Deep Learning,Chan 2024 – Deep Learning – 273
1,1795,Ahmadi 2018,No,Classical ML,RandomForest,Activity type,classes,macro,4,22,22,Laboratory,Structured,Cross-validation,Children and Youth; Adults,ActiGraph,F1,0.8004,0.1563,1.388796239,NA,0.239288998,NA,0.239288998,classes,Other,0,0,4,22,1.371921182,-0.652173913,Laboratory,Structured,Activity type,0.489171747,0.8004,0.605878352,0.912741112,Row 1795,Classical ML,Ahmadi 2018 – Classical ML – 1
6,962,Ahmadi 2022,No,Classical ML,RandomForest,Activity type,classes,macro,3,NA,10,Free-living,Hybrid,Hold-out,Children and Youth,ActiGraph,F1,0.8006,0.0802,1.390048589,NA,0.084129053,NA,0.084129053,classes,Other,0,1,3,22.65217391,0.371921182,0,Free-living,Hybrid,Activity type,0.290050088,0.8006,0.694565351,0.876375593,Row 962,Classical ML,Ahmadi 2022 – Classical ML – 6
2,4490,Ahmadi 2020,No,Classical ML,RandomForest,Activity type,NA,macro,5,31,31,Free-living,Hybrid,Cross-validation,Children and Youth,ActiGraph,F1,0.806,NA,1.424225583,NA,NA,NA,0.148242524,constant,Other,0,0,5,31,2.371921182,8.347826087,Free-living,Hybrid,Activity type,0.385022758,0.806,0.661409327,0.898335935,Row 4490,Classical ML,Ahmadi 2020 – Classical ML – 2
110,13708,Mannini 2013,No,Classical ML,SVM,Activity type,classes,macro,4,33,33,Laboratory,Structured,Cross-validation,Adults; Older adults,Custom,F1,0.814,0.1066,1.476213692,NA,0.123930933,NA,0.123930933,classes,Other,0,0,4,33,1.371921182,10.34782609,Laboratory,Structured,Activity type,0.352038255,0.814,0.687018839,0.897173731,Row 13708,Classical ML,Mannini 2013 – Classical ML – 110
111,13708,Mannini 2013,No,Classical ML,SVM,Activity type,classes,macro,4,10,33,Laboratory,Structured,Cross-validation,Adults; Older adults,Custom,F1,0.8341,0.0987,1.614968102,NA,0.127187754,NA,0.127187754,classes,Other,0,0,4,10,1.371921182,-12.65217391,Laboratory,Structured,Activity type,0.356633922,0.8341,0.714219359,0.910027487,Row 13708,Classical ML,Mannini 2013 – Classical ML – 111
175,884,Tabar 2021,No,Classical ML,RandomForest,Sleep,cv_folds,aggregate_cm,2,20,20,Free-living,Structured,Cross-validation,Adults,ActivInsights,F1,0.8448,0.1583,1.694385305,0.072885408,NA,NA,0.072885408,cv_folds,Other,0,0,2,20,-0.628078818,-2.652173913,Free-living,Structured,Sleep,0.269972977,0.8448,0.762283233,0.902342909,Row 884,Classical ML,Tabar 2021 – Classical ML – 175
96,8106,Huang 2022,No,Deep Learning,CNN_Attention,Sleep,cv_folds,aggregate_cm,2,5,27,Laboratory,Structured,Cross-validation,Adults,ActivInsights,F1,0.8475,0.0047,1.715126243,2.64E-04,NA,NA,2.64E-04,cv_folds,Other,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.016263099,0.8475,0.84333448,0.851574257,Row 8106,Deep Learning,Huang 2022 – Deep Learning – 96
119,2919,Mardini 2020,No,Deep Learning,CNN_LSTM,Activity type,classes,macro,3,10,145,Laboratory,Structured,Cross-validation,Adults; Older adults,ActiGraph,F1,0.86,0.08,1.815289967,NA,0.14716541,NA,0.14716541,classes,Other,0,0,3,10,0.371921182,-12.65217391,Laboratory,Structured,Activity type,0.383621441,0.86,0.743338216,0.928719767,Row 2919,Deep Learning,Mardini 2020 – Deep Learning – 119
178,1664,Thapa-Chhetry 2022,No,Linear / GLM,LogisticRegression,Sleep,external_test,macro,3,NA,22,Hybrid,Structured,Hold-out,Adults,Axivity,F1,0.86,0.18,1.815289967,NA,NA,2.235074668,0.148242524,constant,Threshold,0,1,3,22.65217391,0.371921182,0,Hybrid,Structured,Sleep,0.385022758,0.86,0.742813855,0.928901375,Row 1664,Linear / GLM,Thapa-Chhetry 2022 – Linear / GLM – 178
308,37664,Chen 2026,Yes - Cole-Kripke 1992 algorithm (GGIR),Threshold / Cutpoint,Threshold,Sleep,participants,per_class,2,NA,30,Laboratory,Structured,External,Children and Youth,ActivInsights,F1,0.86,0.08,1.815289967,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.86,0.742813855,0.928901375,Row 37664,Threshold / Cutpoint,Chen 2026 – Threshold / Cutpoint – 308
112,11841,Mannini 2017,No,Classical ML,SVM,Activity type,classes,macro,4,53,53,Laboratory,Structured,Cross-validation,Children and Youth; Adults; Older adults,Custom,F1,0.8706,0.0494,1.906274247,NA,0.048071539,NA,0.048071539,classes,Other,0,0,4,53,1.371921182,30.34782609,Laboratory,Structured,Activity type,0.219252227,0.8706,0.814049381,0.911815673,Row 11841,Classical ML,Mannini 2017 – Classical ML – 112
42,804,Chao 2021,No,Classical ML,RandomForest,Sleep,external_test,aggregate_cm,2,NA,27,Laboratory,Structured,External,Adults,Apple; ActivInsights,F1,0.874,0.18,1.936798469,NA,NA,2.671659178,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.874,0.765334853,0.936519827,Row 804,Classical ML,Chao 2021 – Classical ML – 42
13,4346,Bai 2022,No,Classical ML,GradientBoosting,Activity intensity,cv_folds,macro,3,5,247,Laboratory,Structured,Cross-validation,Older adults,ActiGraph,F1,0.88,0.004,1.992430165,2.87E-04,NA,NA,2.87E-04,cv_folds,Other,0,0,3,5,0.371921182,-17.65217391,Laboratory,Structured,Activity intensity,0.016939909,0.88,0.876449374,0.883462155,Row 4346,Classical ML,Bai 2022 – Classical ML – 13
179,1664,Thapa-Chhetry 2022,"Yes - van Hees 2013, 2018",Heuristic Rule,HeuristicRule,Sleep,external_test,macro,3,NA,22,Hybrid,Structured,External,Adults,Axivity,F1,0.88,0.08,1.992430165,NA,NA,0.573921028,0.148242524,constant,Threshold,0,1,3,22.65217391,0.371921182,0,Hybrid,Structured,Sleep,0.385022758,0.88,0.775178324,0.939747931,Row 1664,Heuristic Rule,Thapa-Chhetry 2022 – Heuristic Rule – 179
183,1664,Thapa-Chhetry 2022,Yes - Sundararajan 2021,Classical ML,RandomForest,Sleep,external_test,macro,3,NA,22,Hybrid,Structured,External,Adults,ActiGraph; Axivity,F1,0.88,0.17,1.992430165,NA,NA,2.591612144,0.148242524,constant,Other,0,1,3,22.65217391,0.371921182,0,Hybrid,Structured,Sleep,0.385022758,0.88,0.775178324,0.939747931,Row 1664,Classical ML,Thapa-Chhetry 2022 – Classical ML – 183
306,37664,Chen 2026,Yes - vanHees 2015,Heuristic Rule,HeuristicRule,Sleep,participants,per_class,2,NA,30,Laboratory,Structured,External,Children and Youth,ActivInsights,F1,0.88,0.08,1.992430165,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.88,0.775178324,0.939747931,Row 37664,Heuristic Rule,Chen 2026 – Heuristic Rule – 306
120,3298,Mardini 2021,No,Classical ML,GradientBoosting,Activity intensity,classes,macro,3,5,253,Laboratory,Structured,Cross-validation,Adults; Older adults,ActiGraph,F1,0.888,0.003,2.070472872,NA,3.03E-04,NA,3.03E-04,classes,Other,0,0,3,5,0.371921182,-17.65217391,Laboratory,Structured,Activity intensity,0.017415247,0.888,0.884559955,0.891350125,Row 3298,Classical ML,Mardini 2021 – Classical ML – 120
