val_id,id,study_id,is_the_model_published_previously,method,method_sub,domain,sd_origin,metric_origin,n_classes,k_folds,n_participants,test_environment,test_protocol,validation_type,age_group,test_device,metric,mean,sd,yi,vi_fold,vi_class,vi_ext,vi_use,vi_source,method_group,miss_n_classes,miss_k_folds,n_classes_imp,k_folds_imp,c_n_classes,c_k_folds,env_re,prot_re,dom_re,se_use,est,ci_l,ci_u,auth_year,method_lab,row_lab
201,2834,Weaver 2024,"Yes - Hildebrand 2014, 2017",Threshold / Cutpoint,Threshold,Activity intensity,NA,macro,3,NA,75,Laboratory,Structured,External,Children and Youth,Garmin,Specificity,0.753,NA,1.114676891,NA,NA,NA,0.148242524,constant,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.385022758,0.753,0.589048249,0.86637975,Row 2834,Threshold / Cutpoint,Weaver 2024 – Threshold / Cutpoint – 201
189,34730,van Loo 2017,Yes - Schaefer 2014,Threshold / Cutpoint,Threshold,Activity type,NA,per_class,2,NA,25,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.754,NA,1.120060832,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity type,0.385022758,0.754,0.590350914,0.867001798,Row 34730,Threshold / Cutpoint,van Loo 2017 – Threshold / Cutpoint – 189
22,7678,Bianchim 2023,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,35,35,Laboratory,Structured,Cross-validation,Children and Youth,ActivInsights,Specificity,0.755,0.077,1.125459539,NA,0.057760923,NA,0.057760923,classes,Threshold,0,0,3,35,0.371921182,12.34782609,Laboratory,Structured,Activity intensity,0.240335022,0.755,0.658001958,0.83153091,Row 7678,Threshold / Cutpoint,Bianchim 2023 – Threshold / Cutpoint – 22
127,1051,Migueles 2021,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,59,Laboratory,Structured,Apparent,Older adults,ActiGraph,Specificity,0.755,0.1061,1.125459539,NA,0.164503332,NA,0.164503332,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.405590104,0.755,0.581881744,0.872184832,Row 1051,Threshold / Cutpoint,Migueles 2021 – Threshold / Cutpoint – 127
83,2608,Hibbing 2018,No,Hybrid / Ensemble,ANN + DT,Activity type,classes,macro,3,NA,27,Free-living,Unstructured,External,Children and Youth,ActiGraph,Specificity,0.7558,0.0577,1.129789229,NA,0.032578064,NA,0.032578064,classes,Other,0,1,3,22.65217391,0.371921182,0,Free-living,Unstructured,Activity type,0.180493946,0.7558,0.684821936,0.815109298,Row 2608,Hybrid / Ensemble,Hibbing 2018 – Hybrid / Ensemble – 83
23,7678,Bianchim 2023,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,28,28,Laboratory,Structured,Cross-validation,Children and Youth,ActivInsights,Specificity,0.761,0.018,1.158169806,NA,0.003264815,NA,0.003264815,classes,Threshold,0,0,3,28,0.371921182,5.347826087,Laboratory,Structured,Activity intensity,0.057138564,0.761,0.740040338,0.780770374,Row 7678,Threshold / Cutpoint,Bianchim 2023 – Threshold / Cutpoint – 23
108,14825,Liang 2011,No,Heuristic Rule,HeuristicRule,Sleep,NA,aggregate_cm,2,NA,24,Laboratory,Structured,Hold-out,NA,Custom,Specificity,0.7621,NA,1.164227363,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.7621,0.600987828,0.872012591,Row 14825,Heuristic Rule,Liang 2011 – Heuristic Rule – 108
24,7678,Bianchim 2023,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,35,35,Laboratory,Structured,Cross-validation,Children and Youth,ActivInsights,Specificity,0.768,0.082,1.197052361,NA,0.070600543,NA,0.070600543,classes,Threshold,0,0,3,35,0.371921182,12.34782609,Laboratory,Structured,Activity intensity,0.265707627,0.768,0.662904667,0.847850316,Row 7678,Threshold / Cutpoint,Bianchim 2023 – Threshold / Cutpoint – 24
28,7678,Bianchim 2023,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,28,28,Laboratory,Structured,Cross-validation,Children and Youth,ActiGraph,Specificity,0.772,0.046,1.219638921,NA,0.022766177,NA,0.022766177,classes,Threshold,0,0,3,28,0.371921182,5.347826087,Laboratory,Structured,Activity intensity,0.150884649,0.772,0.71583711,0.819856096,Row 7678,Threshold / Cutpoint,Bianchim 2023 – Threshold / Cutpoint – 28
288,35984,Skjødt 2025,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,26,Laboratory,Hybrid,Hold-out,Older adults,ActivInsights,Specificity,0.777,0.179,1.248268579,NA,0.355740281,NA,0.355740281,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Hybrid,Activity intensity,0.596439671,0.777,0.519801344,0.918136311,Row 35984,Threshold / Cutpoint,Skjødt 2025 – Threshold / Cutpoint – 288
91,46,Hildebrand 2017,No,Threshold / Cutpoint,Threshold,Activity type,NA,per_class,2,10,30,Laboratory,Structured,Cross-validation,Adults,ActivInsights,Specificity,0.78,NA,1.265666373,NA,NA,NA,0.148242524,constant,Threshold,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Activity type,0.385022758,0.78,0.62504597,0.882913161,Row 46,Threshold / Cutpoint,Hildebrand 2017 – Threshold / Cutpoint – 91
50,2188,Duncan 2016,Yes - Phillips 2014,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,4,NA,15,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.7825,0.1515,1.280295072,NA,0.198097073,NA,0.198097073,classes,Threshold,0,1,4,22.65217391,1.371921182,0,Laboratory,Structured,Activity intensity,0.445080974,0.7825,0.600592954,0.895916502,Row 2188,Threshold / Cutpoint,Duncan 2016 – Threshold / Cutpoint – 50
286,35965,Weaver 2025,No,Linear / GLM,LogisticRegression,Sleep,participants,per_class,2,10,136,Laboratory,Structured,Cross-validation,Children and Youth,Garmin,Specificity,0.789,0.18,1.318908187,NA,NA,NA,0.148242524,constant,Threshold,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Sleep,0.385022758,0.789,0.637438476,0.888305951,Row 35965,Linear / GLM,Weaver 2025 – Linear / GLM – 286
308,37664,Chen 2026,Yes - Cole-Kripke 1992 algorithm (GGIR),Threshold / Cutpoint,Threshold,Sleep,participants,per_class,2,NA,30,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.79,0.15,1.324925415,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.79,0.638827968,0.888901578,Row 37664,Threshold / Cutpoint,Chen 2026 – Threshold / Cutpoint – 308
7,962,Ahmadi 2022,Yes - Roscoe 2017,Threshold / Cutpoint,Threshold,Activity type,classes,macro,3,NA,10,Free-living,Hybrid,External,Children and Youth,ActiGraph,Specificity,0.7915,0.2745,1.333990838,NA,0.922251745,NA,0.922251745,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Free-living,Hybrid,Activity type,0.960339391,0.7915,0.366264861,0.961441459,Row 962,Threshold / Cutpoint,Ahmadi 2022 – Threshold / Cutpoint – 7
8,962,Ahmadi 2022,Yes - Crotti 2020,Threshold / Cutpoint,Threshold,Activity type,classes,macro,3,NA,10,Free-living,Hybrid,External,Children and Youth,ActiGraph,Specificity,0.7953,0.2028,1.357173909,NA,0.517269649,NA,0.517269649,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Free-living,Hybrid,Activity type,0.719214605,0.7953,0.486881332,0.94085709,Row 962,Threshold / Cutpoint,Ahmadi 2022 – Threshold / Cutpoint – 8
294,35999,Cepni 2025,Yes - Cole-Kripke 1992 algorithm (GGIR),Threshold / Cutpoint,Threshold,Sleep,participants,per_class,2,NA,110,Laboratory,Structured,External,Children and Youth,ActiGraph,Specificity,0.799,0.195,1.380056038,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.799,0.651448292,0.894230431,Row 35999,Threshold / Cutpoint,Cepni 2025 – Threshold / Cutpoint – 294
55,577,Duncan 2020,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,20,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.7997,0.1321,1.384420415,NA,0.226708754,NA,0.226708754,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.476139427,0.7997,0.610921449,0.910328595,Row 577,Threshold / Cutpoint,Duncan 2020 – Threshold / Cutpoint – 55
285,35965,Weaver 2025,No,Linear / GLM,LogisticRegression,Sleep,participants,per_class,2,10,116,Laboratory,Structured,Cross-validation,Children and Youth,Fitbit,Specificity,0.801,0.152,1.392556122,NA,NA,NA,0.148242524,constant,Threshold,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Sleep,0.385022758,0.801,0.654281204,0.895406906,Row 35965,Linear / GLM,Weaver 2025 – Linear / GLM – 285
141,25046,Ode 2022,No,Classical ML,GradientBoosting,Sleep,NA,aggregate_cm,2,25,25,Laboratory,Structured,Cross-validation,Adults,Custom,Specificity,0.8018,NA,1.397582578,NA,NA,NA,0.148242524,constant,Other,0,0,2,25,-0.628078818,2.347826087,Laboratory,Structured,Sleep,0.385022758,0.8018,0.655417291,0.895876716,Row 25046,Classical ML,Ode 2022 – Classical ML – 141
155,124,Ryser 2023,No,Heuristic Rule,HeuristicRule,Sleep,NA,aggregate_cm,2,NA,12,Laboratory,Structured,Apparent,Adults,ZurichMOVE,Specificity,0.804,NA,1.41148461,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.804,0.658550182,0.897166401,Row 124,Heuristic Rule,Ryser 2023 – Heuristic Rule – 155
115,54,Marcotte 2020,Yes - Staudenmayer 2015,Classical ML,Decision tree,Activity type,NA,per_class,2,NA,48,Free-living,Unstructured,External,Children and Youth,ActiGraph,Specificity,0.817,NA,1.496152942,NA,NA,NA,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Free-living,Unstructured,Activity type,0.385022758,0.817,0.6773256,0.904719308,Row 54,Classical ML,Marcotte 2020 – Classical ML – 115
284,35965,Weaver 2025,No,Linear / GLM,LogisticRegression,Sleep,participants,per_class,2,10,141,Laboratory,Structured,Cross-validation,Children and Youth,ActiGraph,Specificity,0.818,0.152,1.50285565,NA,NA,NA,0.148242524,constant,Threshold,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Sleep,0.385022758,0.818,0.67878877,0.905295531,Row 35965,Linear / GLM,Weaver 2025 – Linear / GLM – 284
76,4775,Fraysse 2020,Yes - Sanders 2019,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,31,Laboratory,Structured,External,Older adults,ActivInsights,Specificity,0.82,0.2404,1.516347489,NA,1.326374659,NA,1.326374659,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,1.151683402,0.82,0.322796007,0.977547545,Row 4775,Threshold / Cutpoint,Fraysse 2020 – Threshold / Cutpoint – 76
200,2834,Weaver 2024,"Yes - Hildebrand 2014, 2017",Threshold / Cutpoint,Threshold,Activity intensity,NA,macro,3,NA,75,Laboratory,Structured,External,Children and Youth,Apple,Specificity,0.82,NA,1.516347489,NA,NA,NA,0.148242524,constant,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.385022758,0.82,0.681723334,0.906445953,Row 2834,Threshold / Cutpoint,Weaver 2024 – Threshold / Cutpoint – 200
188,5455,Trost 2022,"Yes - Hildebrand 2014, 2017",Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,4,NA,18,Laboratory,Structured,External,Children and Youth,ActiGraph,Specificity,0.8244,0.1467,1.546447168,NA,0.256729188,NA,0.256729188,classes,Threshold,0,1,4,22.65217391,1.371921182,0,Laboratory,Structured,Activity intensity,0.506684505,0.8244,0.634911432,0.926868248,Row 5455,Threshold / Cutpoint,Trost 2022 – Threshold / Cutpoint – 188
75,4775,Fraysse 2020,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,31,Laboratory,Structured,Apparent,Older adults,ActivInsights,Specificity,0.825,0.0495,1.550597412,NA,0.05877551,NA,0.05877551,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.242436611,0.825,0.745626597,0.883476649,Row 4775,Threshold / Cutpoint,Fraysse 2020 – Threshold / Cutpoint – 75
295,36015,Bailey 2025,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,15,Laboratory,Structured,Apparent,Adults,Glenworth Associates,Specificity,0.825,0.035,1.550597412,NA,0.029384757,NA,0.029384757,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.171419826,0.825,0.771114423,0.868365123,Row 36015,Threshold / Cutpoint,Bailey 2025 – Threshold / Cutpoint – 295
283,35965,Weaver 2025,No,Linear / GLM,LogisticRegression,Sleep,participants,per_class,2,10,141,Laboratory,Structured,Cross-validation,Children and Youth,Apple,Specificity,0.826,0.14,1.557539474,NA,NA,NA,0.148242524,constant,Threshold,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Sleep,0.385022758,0.826,0.690593381,0.909881105,Row 35965,Linear / GLM,Weaver 2025 – Linear / GLM – 283
290,35984,Skjødt 2025,No,Classical ML,RandomForest,Activity intensity,classes,macro,3,NA,26,Laboratory,Hybrid,Hold-out,Older adults,ActivInsights,Specificity,0.83,0.145,1.585627264,NA,0.352014637,NA,0.352014637,classes,Other,0,1,3,22.65217391,0.371921182,0,Laboratory,Hybrid,Activity intensity,0.593308214,0.83,0.604139478,0.939829222,Row 35984,Classical ML,Skjødt 2025 – Classical ML – 290
82,2608,Hibbing 2018,No,Hybrid / Ensemble,ANN + DT,Activity intensity,classes,macro,3,NA,54,Laboratory,Structured,Hold-out,Children and Youth,ActiGraph,Specificity,0.832,0.1141,1.599868461,NA,0.222118544,NA,0.222118544,classes,Other,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.471294541,0.832,0.662874667,0.925780192,Row 2608,Hybrid / Ensemble,Hibbing 2018 – Hybrid / Ensemble – 82
202,35066,Welch 2013,Yes - Esliger 2011,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,4,NA,130,Laboratory,Structured,External,Adults,Unilever & ActivInsights,Specificity,0.8349,0.1313,1.620760606,NA,0.226833081,NA,0.226833081,classes,Threshold,0,1,4,22.65217391,1.371921182,0,Laboratory,Structured,Activity intensity,0.476269967,0.8349,0.665359677,0.927858498,Row 35066,Threshold / Cutpoint,Welch 2013 – Threshold / Cutpoint – 202
74,4775,Fraysse 2020,Yes - Esliger 2011,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,31,Laboratory,Structured,External,Older adults,ActivInsights,Specificity,0.835,0.1626,1.621486251,NA,0.696418417,NA,0.696418417,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.834516876,0.835,0.496458353,0.962928809,Row 4775,Threshold / Cutpoint,Fraysse 2020 – Threshold / Cutpoint – 74
157,307,Sanders 2019,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,34,Laboratory,Structured,Hold-out,Older adults,ActivInsights,Specificity,0.84,0.1131,1.658228077,NA,0.354076152,NA,0.354076152,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.595042983,0.84,0.620564242,0.94398614,Row 307,Threshold / Cutpoint,Sanders 2019 – Threshold / Cutpoint – 157
116,54,Marcotte 2020,Yes - Staudenmayer 2015,Classical ML,Random forest,Activity type,NA,per_class,2,NA,48,Free-living,Unstructured,External,Children and Youth,ActiGraph,Specificity,0.842,NA,1.673184981,NA,NA,NA,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Free-living,Unstructured,Activity type,0.385022758,0.842,0.714744604,0.91892498,Row 54,Classical ML,Marcotte 2020 – Classical ML – 116
203,25531,Wullems 2024,"Yes - Rowlands 2014, 2016 for posture and Esliger 2011 for intensity thresholds",Classical ML,Decision tree,Activity intensity,classes,macro,4,NA,20,Laboratory,Structured,External,Older adults,ActivInsights,Specificity,0.8434,0.0345,1.683746558,NA,0.017057976,NA,0.017057976,classes,Other,0,1,4,22.65217391,1.371921182,0,Laboratory,Structured,Activity intensity,0.130606185,0.8434,0.806551814,0.874322993,Row 25531,Classical ML,Wullems 2024 – Classical ML – 203
199,2834,Weaver 2024,"Yes - Hildebrand 2014, 2017",Threshold / Cutpoint,Threshold,Activity intensity,NA,macro,3,NA,75,Laboratory,Structured,External,Children and Youth,ActiGraph,Specificity,0.844,NA,1.688296487,NA,NA,NA,0.148242524,constant,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.385022758,0.844,0.717815585,0.920043712,Row 2834,Threshold / Cutpoint,Weaver 2024 – Threshold / Cutpoint – 199
281,35965,Weaver 2025,No,Deep Learning,LSTM,Sleep,participants,per_class,2,10,116,Laboratory,Structured,Cross-validation,Children and Youth,Fitbit,Specificity,0.845,0.159,1.69591151,NA,NA,NA,0.148242524,constant,Other,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Sleep,0.385022758,0.845,0.719355495,0.920602109,Row 35965,Deep Learning,Weaver 2025 – Deep Learning – 281
142,33648,van Loo 2018,Yes - Schaefer 2014,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,57,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.8454,0.1367,1.698968752,NA,0.364646717,NA,0.364646717,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.603859849,0.8454,0.626072312,0.946976248,Row 33648,Threshold / Cutpoint,van Loo 2018 – Threshold / Cutpoint – 142
280,35965,Weaver 2025,No,Deep Learning,LSTM,Sleep,participants,per_class,2,10,141,Laboratory,Structured,Cross-validation,Children and Youth,ActiGraph,Specificity,0.847,0.167,1.711262773,NA,NA,NA,0.148242524,constant,Other,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Sleep,0.385022758,0.847,0.722444195,0.921716972,Row 35965,Deep Learning,Weaver 2025 – Deep Learning – 280
138,257,Montoye 2020,"Yes - Hildebrand 2014, 2017",Threshold / Cutpoint,Threshold,Activity type,classes,macro,3,NA,12,Free-living,Unstructured,External,Adults; Older adults,ActiGraph,Specificity,0.8554,0.0627,1.777597886,NA,0.085652245,NA,0.085652245,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Free-living,Unstructured,Activity type,0.292664048,0.8554,0.769231399,0.913031105,Row 257,Threshold / Cutpoint,Montoye 2020 – Threshold / Cutpoint – 138
167,25641,Shwetar 2022,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,18,Hybrid,Structured,Hold-out,Adults,ActiGraph,Specificity,0.8571,0.0939,1.791409513,NA,0.195921674,NA,0.195921674,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Hybrid,Structured,Activity intensity,0.442630403,0.8571,0.715826718,0.934561404,Row 25641,Threshold / Cutpoint,Shwetar 2022 – Threshold / Cutpoint – 167
166,25641,Shwetar 2022,No,Classical ML,Random forest,Activity intensity,classes,macro,2,NA,18,Hybrid,Structured,Hold-out,Adults,ActiGraph,Specificity,0.8591,0.0542,1.807834911,NA,0.100244177,NA,0.100244177,classes,Other,0,1,2,22.65217391,-0.628078818,0,Hybrid,Structured,Activity intensity,0.316613608,0.8591,0.766252851,0.918967287,Row 25641,Classical ML,Shwetar 2022 – Classical ML – 166
18,662,Bakrania 2016,No,Threshold / Cutpoint,Threshold,Activity type,classes,macro,2,33,33,Laboratory,Structured,Cross-validation,Adults,ActiGraph; ActivInsights,Specificity,0.86,0.2309,1.815289967,NA,1.838928723,NA,1.838928723,classes,Threshold,0,0,2,33,-0.628078818,10.34782609,Laboratory,Structured,Activity type,1.356071061,0.86,0.300985517,0.988717873,Row 662,Threshold / Cutpoint,Bakrania 2016 – Threshold / Cutpoint – 18
169,198,Staudenmayer 2015,No,Classical ML,Decision tree,Activity intensity,classes,macro,3,20,20,Laboratory,Structured,Cross-validation,Adults,ActiGraph,Specificity,0.8668,0.09,1.872956512,NA,0.202543126,NA,0.202543126,classes,Other,0,0,3,20,0.371921182,-2.652173913,Laboratory,Structured,Activity intensity,0.450047916,0.8668,0.729258268,0.940197946,Row 198,Classical ML,Staudenmayer 2015 – Classical ML – 169
164,574,Schaefer 2014,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,24,24,Laboratory,Structured,Cross-validation,Children and Youth,ActivInsights,Specificity,0.8673,0.0125,1.877293996,NA,0.003932043,NA,0.003932043,classes,Threshold,0,0,3,24,0.371921182,1.347826087,Laboratory,Structured,Activity intensity,0.062706003,0.8673,0.852505683,0.88081784,Row 574,Threshold / Cutpoint,Schaefer 2014 – Threshold / Cutpoint – 164
144,33648,van Loo 2018,Yes - Phillips 2014,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,57,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.8698,0.0902,1.89919157,NA,0.211461372,NA,0.211461372,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.459849292,0.8698,0.730642926,0.942702631,Row 33648,Threshold / Cutpoint,van Loo 2018 – Threshold / Cutpoint – 144
170,198,Staudenmayer 2015,No,Classical ML,Random forest,Activity intensity,classes,macro,3,20,20,Laboratory,Structured,Cross-validation,Adults,ActiGraph,Specificity,0.8699,0.069,1.900074877,NA,0.123903528,NA,0.123903528,classes,Other,0,0,3,20,0.371921182,-2.652173913,Laboratory,Structured,Activity intensity,0.351999329,0.8699,0.770326584,0.930214799,Row 198,Classical ML,Staudenmayer 2015 – Classical ML – 170
143,33648,van Loo 2018,Yes - Hildebrand 2014,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,57,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.87,0.0801,1.900958761,NA,0.167193184,NA,0.167193184,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.408892631,0.87,0.750171882,0.937167426,Row 33648,Threshold / Cutpoint,van Loo 2018 – Threshold / Cutpoint – 143
168,25641,Shwetar 2022,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,4,NA,18,Hybrid,Structured,Hold-out,Adults,ActiGraph,Specificity,0.8721,0.0978,1.919655388,NA,0.192195872,NA,0.192195872,classes,Threshold,0,1,4,22.65217391,1.371921182,0,Hybrid,Structured,Activity intensity,0.438401497,0.8721,0.742764772,0.941526141,Row 25641,Threshold / Cutpoint,Shwetar 2022 – Threshold / Cutpoint – 168
282,35965,Weaver 2025,No,Deep Learning,LSTM,Sleep,participants,per_class,2,10,136,Laboratory,Structured,Cross-validation,Children and Youth,Garmin,Specificity,0.88,0.137,1.992430165,NA,NA,NA,0.148242524,constant,Other,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Sleep,0.385022758,0.88,0.775178324,0.939747931,Row 35965,Deep Learning,Weaver 2025 – Deep Learning – 282
15,662,Bakrania 2016,No,Threshold / Cutpoint,Threshold,Activity type,classes,macro,2,33,33,Laboratory,Structured,Cross-validation,Adults,ActivInsights,Specificity,0.882,0.2527,2.011507432,NA,2.947672999,NA,2.947672999,classes,Threshold,0,0,2,33,-0.628078818,10.34782609,Laboratory,Structured,Activity type,1.716878854,0.882,0.205286498,0.995397717,Row 662,Threshold / Cutpoint,Bakrania 2016 – Threshold / Cutpoint – 15
81,2956,Hernando 2018,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,6,NA,98,Laboratory,Structured,Apparent,Adults,ActivInsights,Specificity,0.882,0.1105,2.011507432,NA,0.187876353,NA,0.187876353,classes,Threshold,0,1,6,22.65217391,3.371921182,0,Laboratory,Structured,Activity intensity,0.433447059,0.882,0.761687077,0.945887768,Row 2956,Threshold / Cutpoint,Hernando 2018 – Threshold / Cutpoint – 81
60,35670,Esliger 2011,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,60,Hybrid,Structured,Apparent,Adults,Unilever & ActivInsights,Specificity,0.8833,0.1422,2.024058354,NA,0.634336593,NA,0.634336593,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Hybrid,Structured,Activity intensity,0.796452505,0.8833,0.613728331,0.973014657,Row 35670,Threshold / Cutpoint,Esliger 2011 – Threshold / Cutpoint – 60
49,3932,Dibben 2020,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,22,22,Laboratory,Structured,Cross-validation,Adults,ActivInsights,Specificity,0.887,0.0438,2.060457164,NA,0.095480371,NA,0.095480371,classes,Threshold,0,0,2,22,-0.628078818,-0.652173913,Laboratory,Structured,Activity intensity,0.308998983,0.887,0.810738999,0.934996105,Row 3932,Threshold / Cutpoint,Dibben 2020 – Threshold / Cutpoint – 49
137,257,Montoye 2020,"Yes - Hildebrand 2014, 2017",Threshold / Cutpoint,Threshold,Activity type,classes,macro,4,NA,12,Free-living,Unstructured,External,Adults; Older adults,ActiGraph,Specificity,0.8884,0.077,2.074501042,NA,0.150791191,NA,0.150791191,classes,Threshold,0,1,4,22.65217391,1.371921182,0,Free-living,Unstructured,Activity type,0.388318414,0.8884,0.788081034,0.944569806,Row 257,Threshold / Cutpoint,Montoye 2020 – Threshold / Cutpoint – 137
20,1830,Banfi 2021,No,Deep Learning,CNN,Sleep,cv_folds,aggregate_cm,2,81,81,Free-living,Unstructured,Cross-validation,Adults,Axivity,Specificity,0.8933,0.0785,2.124901312,0.008373958,NA,NA,0.008373958,cv_folds,Other,0,0,2,81,-0.628078818,58.34782609,Free-living,Unstructured,Sleep,0.091509334,0.8933,0.87495984,0.909229204,Row 1830,Deep Learning,Banfi 2021 – Deep Learning – 20
279,35965,Weaver 2025,No,Deep Learning,LSTM,Sleep,participants,per_class,2,10,141,Laboratory,Structured,Cross-validation,Children and Youth,Apple,Specificity,0.896,0.12,2.153549514,NA,NA,NA,0.148242524,constant,Other,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Sleep,0.385022758,0.896,0.802010056,0.948250018,Row 35965,Deep Learning,Weaver 2025 – Deep Learning – 279
6,962,Ahmadi 2022,No,Classical ML,RandomForest,Activity type,classes,macro,3,NA,10,Free-living,Hybrid,Hold-out,Children and Youth,ActiGraph,Specificity,0.8997,0.061,2.193895679,NA,0.152314451,NA,0.152314451,classes,Other,0,1,3,22.65217391,0.371921182,0,Free-living,Hybrid,Activity type,0.39027484,0.8997,0.806738751,0.950679368,Row 962,Classical ML,Ahmadi 2022 – Classical ML – 6
148,362,Phillips 2013,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,44,Laboratory,Structured,Apparent,Children and Youth,Unilever & ActivInsights,Specificity,0.8997,0.0637,2.193895679,NA,0.166096432,NA,0.166096432,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.4075493,0.8997,0.80140503,0.952242896,Row 362,Threshold / Cutpoint,Phillips 2013 – Threshold / Cutpoint – 148
289,35984,Skjødt 2025,No,Classical ML,RandomForest,Activity intensity,NA,macro,3,5,50,Laboratory,Hybrid,Cross-validation,Older adults,ActivInsights,Specificity,0.9,NA,2.197224577,NA,NA,NA,0.148242524,constant,Other,0,0,3,5,0.371921182,-17.65217391,Laboratory,Hybrid,Activity intensity,0.385022758,0.9,0.808853857,0.950351757,Row 35984,Classical ML,Skjødt 2025 – Classical ML – 289
